candidate_id	unified_qc397_geometry_rank	selection_channel	reason	static_review_status
P1MCPUFP__CPUFP500K_0207__00132	298	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00096	299	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0200__00934	300	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00327	301	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0100__00247	302	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0397__00076	303	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00211	304	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0306__00261	305	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0504__00270	306	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0298__00376	307	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0388__00757	308	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0090__00208	309	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00930	310	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00645	311	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00157	312	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0432__00757	313	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00225	314	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0388__00523	315	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00449	316	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0432__00378	317	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0086__00077	318	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0504__00917	319	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0031__00686	320	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0008__00816	321	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0206__00422	322	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0386__00418	323	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00938	324	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0332__00371	325	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0091__00402	326	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0008__00424	327	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0100__00613	328	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0008__00191	329	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0207__00925	330	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0128__00800	331	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0326__00721	332	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0289__00443	333	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00522	334	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0131__00714	335	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00042	336	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0107__00292	337	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0089__00220	338	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0404__00444	339	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00819	340	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0383__00737	341	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0503__00184	342	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0132__00435	343	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0030__00704	344	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0288__00070	345	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0132__00682	346	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0128__00577	347	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0432__00713	348	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0008__00429	349	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00443	350	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0031__00091	351	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0496__00394	352	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00001	353	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0199__00049	354	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00731	355	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00134	356	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0424__00658	357	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00711	358	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00270	359	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00262	360	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0234__00397	361	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0288__00691	362	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0428__00564	363	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0404__00009	364	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0232__00010	365	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0108__00476	366	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0496__00585	367	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00933	368	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0206__00861	369	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0089__00363	370	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0211__00616	371	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0214__00068	372	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00160	373	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0011__00725	374	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00069	375	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0150__00396	376	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0287__00657	377	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0313__00490	378	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0188__00810	379	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0132__00573	380	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0287__00271	381	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0030__00639	382	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0228__00771	383	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0383__00137	384	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0001__00338	385	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0508__00558	386	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00877	387	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0313__00128	388	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0428__00717	389	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00163	390	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0428__00820	391	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0230__00087	392	CORE_EXPLOITATION	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0424__00412	393	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0028__00135	394	PARENT_CDR3_DIVERSITY	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0032__00089	395	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0185__00654	396	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
P1MCPUFP__CPUFP500K_0128__00322	397	STRUCTURAL_RESERVE	lower_rank_or_diversity_quota_after_complete_static_review	PASS_DESCRIPTIVE_COMPLETE
