job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0136__EE9D77D3655B60F8_9e6y_s917_71eb12f7966b	V29_GEN__C0136__EE9D77D3655B60F8	9e6y	917	71eb12f7966b3485bc5ba414b84671f1d251a3932f78727860cf1b788067a997
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B11__M00_8x6b_s917_71f455fdc945	V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B11__M00	8x6b	917	71f455fdc9457c2c3a7e9bf6ffd2b857d21e83ea8c959ef3dada000654c9fbb6
CANDIDATE_V29_GEN__C0145__1CEF038BB56DB67E_9e6y_s917_71f8befbd069	V29_GEN__C0145__1CEF038BB56DB67E	9e6y	917	71f8befbd0698acc0ea2ddd13f1f8b9d82b8435b7296882968914b22eb1dad20
CANDIDATE_V29_GEN__C0030__C0FE754FC7BDFDB1_8x6b_s917_71fc4a2f0564	V29_GEN__C0030__C0FE754FC7BDFDB1	8x6b	917	71fc4a2f0564d8ea23f8ff21b4598427e0469c1779c806f8219a91505428403f
CANDIDATE_V29_GEN__C0173__C77252A29CAAAD2E_9e6y_s917_71fdfbf745f1	V29_GEN__C0173__C77252A29CAAAD2E	9e6y	917	71fdfbf745f1dd50f162b57748b303886e48964f5c19fd979ee118d2746e2f88
CANDIDATE_V29_GEN__C0504__A1B190DEB5495B69_8x6b_s917_72036af8daa6	V29_GEN__C0504__A1B190DEB5495B69	8x6b	917	72036af8daa6095f889f586c038bbfa9d642ad83ad49e5ef924901fd3bb0cb99
CANDIDATE_V29_GEN__C0075__6F6DBF570393966E_8x6b_s917_7207a1dc6d9b	V29_GEN__C0075__6F6DBF570393966E	8x6b	917	7207a1dc6d9b6671cffc841ae940cb66d3f901ca9c97ec7ea6d90ac79d85882b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B04__M02_8x6b_s917_720a62e41474	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B04__M02	8x6b	917	720a62e41474bfe5781631eb491a81c3fcdf3e4e80a3218fec144adc087e1d15
CANDIDATE_V29_GEN__C0195__036ECEEBE6378CBD_9e6y_s1931_720e492b7f9c	V29_GEN__C0195__036ECEEBE6378CBD	9e6y	1931	720e492b7f9cc4cae7547865a8350d62d91c994398077155819bf9d4b8811f15
CANDIDATE_V29_GEN__C0147__72A4FA06B0E8218E_9e6y_s917_721215c069aa	V29_GEN__C0147__72A4FA06B0E8218E	9e6y	917	721215c069aa51dbb54d0a5ad571f24b14f14de08afdbbeaa6741a859d62c2b5
CANDIDATE_V29_GEN__C0007__1B09DDCA5BA2BCAE_8x6b_s917_7215e2896bab	V29_GEN__C0007__1B09DDCA5BA2BCAE	8x6b	917	7215e2896babb638b8c13bb91580a1b7dd692c87db8d526b25905d1bca837d93
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B02__M00_8x6b_s917_721faea4bfd7	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B02__M00	8x6b	917	721faea4bfd78ca8971e65c1c5abd2a1b0096c7a83298f23e7fbf21f0c6b3892
CANDIDATE_V29_GEN__C0283__A8CB59F66A3CC669_8x6b_s917_722771281a54	V29_GEN__C0283__A8CB59F66A3CC669	8x6b	917	722771281a5456b0c834f98b24428a13fdb81a7bbd9990056ea4fdf6d4d766aa
CANDIDATE_V29_GEN__C0136__D779AB9A75D08323_9e6y_s917_72294dd71956	V29_GEN__C0136__D779AB9A75D08323	9e6y	917	72294dd71956958e9bcf79b42f19e39ba07773e1cea0613f5d18e92cc06a7532
CANDIDATE_V29_GEN__C0102__75D977F2450F8200_8x6b_s917_722b19507bb2	V29_GEN__C0102__75D977F2450F8200	8x6b	917	722b19507bb2e86f5dbda9b5e9c3aebae7c59c9e7f66756680966ad390b7f6d8
CANDIDATE_V29_GEN__C0145__84D8ACA410CC49F1_9e6y_s917_722bbd611f00	V29_GEN__C0145__84D8ACA410CC49F1	9e6y	917	722bbd611f00a1fa415bc937c5e9789c51f84e73af118ddba06871689157f7a1
CANDIDATE_V29_GEN__C0074__997C701D52699F5D_9e6y_s917_7230fcfe7849	V29_GEN__C0074__997C701D52699F5D	9e6y	917	7230fcfe7849ad43ef7b05d6a59c7485558f2030fbef7004414c46baa621777b
CANDIDATE_V29_GEN__C0113__1BD517F93018D824_8x6b_s1931_72345d0d9ecd	V29_GEN__C0113__1BD517F93018D824	8x6b	1931	72345d0d9ecdf5a48aac5be95cc9a0474b7452753502caeff043f6b3ab3811a7
CANDIDATE_V29_GEN__C0147__0CED174399C53201_8x6b_s917_723f7d2659f0	V29_GEN__C0147__0CED174399C53201	8x6b	917	723f7d2659f02c2a8128167de4313f44abd9b6593c046a1c5df86efae54a39a7
CANDIDATE_V29_GEN__C0074__997C701D52699F5D_8x6b_s917_72426867f63e	V29_GEN__C0074__997C701D52699F5D	8x6b	917	72426867f63ea6fcc2c4f2f96ada74fc354c4c3761dc99d03056bc4aa161cbec
CANDIDATE_V29_GEN__C0065__52048DD75EB23737_8x6b_s917_7247dd99b62a	V29_GEN__C0065__52048DD75EB23737	8x6b	917	7247dd99b62a528f2cb91186e8576e0f44caa0b901c7dc9257e83b7efb560563
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__B_LOWER__H1H3__B00__M02_9e6y_s917_724fb82b7d7f	V29_RF__RFV1__PLDNANO_VHH_00921__B_LOWER__H1H3__B00__M02	9e6y	917	724fb82b7d7f86e78e751c6a2ffc4414ff6393615ce87d2450cfe451df1d7b9a
CANDIDATE_V29_GEN__C0299__51E7EB880E349229_8x6b_s917_7250bc6df292	V29_GEN__C0299__51E7EB880E349229	8x6b	917	7250bc6df29268dd3705d61e9757544b7948ed94d550f122ec050f7c0a356a9f
CANDIDATE_V29_GEN__C0146__C77C60F80F64391E_9e6y_s917_72515e87dc70	V29_GEN__C0146__C77C60F80F64391E	9e6y	917	72515e87dc70c0175656afc349fc10030611dfd1c5abf9ceea9801e0099d0804
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B09__M02_8x6b_s917_7257ff849780	V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B09__M02	8x6b	917	7257ff849780685210d93acb84e8fde8406bfa45dbc2f72bd19534ef7a547d7e
CANDIDATE_V29_GEN__C0518__3469D8946CF93B7E_8x6b_s917_7259de2cad4a	V29_GEN__C0518__3469D8946CF93B7E	8x6b	917	7259de2cad4a90c1c26f96dc21318edd5d40ebe57f67d4158a3899a879c457b4
CANDIDATE_V29_GEN__C0106__AC539FCFF986DC60_9e6y_s917_725d5e5b0753	V29_GEN__C0106__AC539FCFF986DC60	9e6y	917	725d5e5b0753e2f565fdbbdb590b683f4505da04721c099617064761f91d6432
CANDIDATE_V29_GEN__C0125__5E528CD1237DF870_9e6y_s917_725f2324a31a	V29_GEN__C0125__5E528CD1237DF870	9e6y	917	725f2324a31ac81f19676ad50aa3af33bf56ced388c690ed6846f983daab1d0e
CANDIDATE_V29_GEN__C0348__A75E8B55F446A42A_8x6b_s917_7261685d56c1	V29_GEN__C0348__A75E8B55F446A42A	8x6b	917	7261685d56c1667e4e01250d97e26615d0f9d0e8e523487739b5c58b8ed0802e
CANDIDATE_V29_GEN__C0125__16BC75289C528EAD_8x6b_s917_726e80c11bd8	V29_GEN__C0125__16BC75289C528EAD	8x6b	917	726e80c11bd85e760baa866beb2641da478cb7f0971783f038cef4b2d8bcd3a4
CANDIDATE_V29_GEN__C0409__63DDE8B6FA932C97_9e6y_s917_727465d90689	V29_GEN__C0409__63DDE8B6FA932C97	9e6y	917	727465d90689a8f7ca4ce9c157f7af3509cc7bf9eb53bd5ddacaca46d92b88ba
CANDIDATE_V29_GEN__C0107__4671595E62615A2B_9e6y_s917_727dcb6e8a19	V29_GEN__C0107__4671595E62615A2B	9e6y	917	727dcb6e8a19480593910b188da0337876c9c9e246e02e2fbf4ce01cd032f330
CANDIDATE_V29_GEN__C0113__1BC2805763CFA4DD_9e6y_s3253_72829725c2ac	V29_GEN__C0113__1BC2805763CFA4DD	9e6y	3253	72829725c2ac6add7e3d0b448c3c77fe5c20683ae830fe3b80964c10982773c7
CANDIDATE_V29_GEN__C0183__6B24E9C57C39C16E_8x6b_s917_7286af0e1823	V29_GEN__C0183__6B24E9C57C39C16E	8x6b	917	7286af0e18239b707b52ec53d6c82deb2ead7a1f1842265b833de41f43eaaa12
CANDIDATE_V29_GEN__C0283__58B519A580667DC4_8x6b_s917_7288d6fb2bab	V29_GEN__C0283__58B519A580667DC4	8x6b	917	7288d6fb2baba532597a996244205ac99bf28df495740f900c46f5762471a8f3
CANDIDATE_V29_GEN__C0173__1C121A6E877597EE_8x6b_s917_729452165de4	V29_GEN__C0173__1C121A6E877597EE	8x6b	917	729452165de4323e47d6be13a0aaff08bd0ea8706b2071475ca282fd9ed01194
CANDIDATE_V29_GEN__C0074__45FC46296A42D3C1_9e6y_s917_7299292997dd	V29_GEN__C0074__45FC46296A42D3C1	9e6y	917	7299292997dd01d5329e922c81b46523306d6ac1e9ef780171f665a2a95b8371
CANDIDATE_V29_GEN__C0171__5D3A5485251052A4_8x6b_s917_729c2e291782	V29_GEN__C0171__5D3A5485251052A4	8x6b	917	729c2e291782d03c5840072aff0d68a1c5a8e7b6b9f76272b5e261332db65afc
CANDIDATE_V29_GEN__C0360__DE2913E07E2BD449_8x6b_s1931_72a41ded53ee	V29_GEN__C0360__DE2913E07E2BD449	8x6b	1931	72a41ded53eee9974e10027ad7f80aed650833001ac84fb9b5247b3516a8338a
CANDIDATE_V29_GEN__C0090__F3F4DE90B58DAA60_8x6b_s917_72b131cbc21f	V29_GEN__C0090__F3F4DE90B58DAA60	8x6b	917	72b131cbc21fced60516ae7253e6307ca2ce8f53c63f51b3a3e4968216371d17
CANDIDATE_V29_GEN__C0136__3CBA4F93D5F60E7B_9e6y_s917_72b4607c7be9	V29_GEN__C0136__3CBA4F93D5F60E7B	9e6y	917	72b4607c7be9ddbe466de3dd9947ecfb976c0c3411b5903eb8d6f527ed818401
CANDIDATE_V29_GEN__C0283__E25BB44C7A70A8F4_8x6b_s917_72b63ce594f0	V29_GEN__C0283__E25BB44C7A70A8F4	8x6b	917	72b63ce594f0353230750886fb250f0f2799a26d891668ae16e84a9dea2e132f
CANDIDATE_V29_GEN__C0150__2FFFAE4A7730C27B_9e6y_s917_72b9e6176e23	V29_GEN__C0150__2FFFAE4A7730C27B	9e6y	917	72b9e6176e2346b8d461192128c33fe86d85164d86c1a3da11d07a0730b1e725
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B03__M01_9e6y_s1931_72c521696701	V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B03__M01	9e6y	1931	72c521696701a4ed62da6edc90e6299dd72df407eb41f8acd3d17b9defb302f2
CANDIDATE_V29_GEN__C0258__8EB105EB4E77ADD4_8x6b_s917_72c6373a7b7c	V29_GEN__C0258__8EB105EB4E77ADD4	8x6b	917	72c6373a7b7c46d81da892761c50b904b47861acda42e966972f261593c3b5bc
CANDIDATE_V29_GEN__C0075__EA0051710C908854_8x6b_s917_72cb3c4c3a65	V29_GEN__C0075__EA0051710C908854	8x6b	917	72cb3c4c3a653d36aab1fd753b08c115019a6d6c888b8d3fb3df60bdcded7cd3
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00_8x6b_s917_72cefb025190	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00	8x6b	917	72cefb025190c5ff584cf05f7b49d20f535d6e447d41954d517bf0f6c5cb2f48
CANDIDATE_V29_GEN__C0086__6402C03EB5251B34_8x6b_s917_72d71c4cff49	V29_GEN__C0086__6402C03EB5251B34	8x6b	917	72d71c4cff49d95ef7b978b02a548976332703da5f94f5f141868bebf9a3c33e
CANDIDATE_V29_GEN__C0113__49F00AE8A23ADC89_9e6y_s3253_72d7d94e818d	V29_GEN__C0113__49F00AE8A23ADC89	9e6y	3253	72d7d94e818d993c12ea23fc5c17349717c5999348a5b43340e35a6b868b35be
CANDIDATE_V29_GEN__C0514__0C2262B7DE8D73BE_8x6b_s917_72dc4b338c8b	V29_GEN__C0514__0C2262B7DE8D73BE	8x6b	917	72dc4b338c8b7e01ac7ad4ae58623a702a724f9f5761fb1d03d07fcf2c3ead30
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B05__M02_9e6y_s917_72dda638f840	V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B05__M02	9e6y	917	72dda638f8403668cd186b957b5b27afb2f15f42da30c7755104b2adef6ec242
CANDIDATE_V29_GEN__C0360__A0396C5B34A7F4FF_8x6b_s917_72e0a31cfdeb	V29_GEN__C0360__A0396C5B34A7F4FF	8x6b	917	72e0a31cfdeb6d7090f5a102bf59b4789ec3d0f848fb827674ae3d2f7d1d096e
CANDIDATE_V29_GEN__C0196__3F6801183B8BF9B4_9e6y_s917_72e65f9f5eb5	V29_GEN__C0196__3F6801183B8BF9B4	9e6y	917	72e65f9f5eb58be1168557d4a05e662566cc0cd49088476e3b77a6543e0563c5
CANDIDATE_V29_GEN__C0418__C7CA4D46001D8B9C_9e6y_s917_72eacb23f0a7	V29_GEN__C0418__C7CA4D46001D8B9C	9e6y	917	72eacb23f0a7aa23ec1b041226c780ee690183ee6676521fc62670dd532b12c1
CANDIDATE_V29_GEN__C0150__ECDFA3D6AAF7BFB5_8x6b_s1931_72f041a38662	V29_GEN__C0150__ECDFA3D6AAF7BFB5	8x6b	1931	72f041a38662d067fde388d2e6e736274b49ba8f3898a53cce111efb666c0b1f
CANDIDATE_V29_GEN__C0086__67E32D06750812D6_8x6b_s917_72f3c2b497be	V29_GEN__C0086__67E32D06750812D6	8x6b	917	72f3c2b497bec6a735e385f0c6da6059664799a6c78f300a0f47ac0b3629a803
CANDIDATE_V29_GEN__C0144__B17F832FF73F7559_9e6y_s917_72f7040f849d	V29_GEN__C0144__B17F832FF73F7559	9e6y	917	72f7040f849d1e5251fa5d26480cf671050947ff4f51182536bb2e8e892feb8a
CANDIDATE_V29_GEN__C0304__EDF6749F1A5E73F3_8x6b_s917_730137d8496d	V29_GEN__C0304__EDF6749F1A5E73F3	8x6b	917	730137d8496d9f71bfc39d1606f8a9c8a544090f8211919e0c4d11d8138ac3a8
CANDIDATE_V29_GEN__C0514__45DAD87766EC1F40_8x6b_s917_73043f193e21	V29_GEN__C0514__45DAD87766EC1F40	8x6b	917	73043f193e21afcc007a951ea51c6b261d3ec4f6aae79577a766f9a2dc97eb45
CANDIDATE_V29_GEN__C0136__0F5274602BA71F6E_9e6y_s917_7309a7eeac12	V29_GEN__C0136__0F5274602BA71F6E	9e6y	917	7309a7eeac127c87a560145fd8f0d413129a0d5330a6ab1ffd1972981c4122eb
CANDIDATE_V29_GEN__C0048__C866C73AE2C60A55_9e6y_s917_730dead2884e	V29_GEN__C0048__C866C73AE2C60A55	9e6y	917	730dead2884e833f14a5cea89c538e007dc3e00735b71ab93fdf37bf2b7f7eb1
CANDIDATE_V29_GEN__C0074__65A05964FB525E15_9e6y_s917_7318cedc0a0f	V29_GEN__C0074__65A05964FB525E15	9e6y	917	7318cedc0a0f7eac397b801eb8417724da6f9df0d21fee67ba5f88e3d8d00a88
CANDIDATE_V29_GEN__C0074__B64BE2616D7BBDCC_8x6b_s917_7321deedb11d	V29_GEN__C0074__B64BE2616D7BBDCC	8x6b	917	7321deedb11dd81248d3686fbb4c00d6e1651bb539c568742bd9f9852f7d4017
CANDIDATE_V29_GEN__C0474__B278C9E34FC8DB1B_8x6b_s917_7326ab7c4387	V29_GEN__C0474__B278C9E34FC8DB1B	8x6b	917	7326ab7c4387c4d0f071e861f61ca55775e4eb5f9fa5d5e698e14c69e093de23
CANDIDATE_V29_GEN__C0527__9FEF860CF441AE01_8x6b_s917_732c9d59d7e3	V29_GEN__C0527__9FEF860CF441AE01	8x6b	917	732c9d59d7e34b184ba1c469981595e0e68b4b261f2ed01161f5ee4c6f5048c3
CANDIDATE_V29_GEN__C0007__1BDB3DAAA3003EF6_8x6b_s917_73304079b399	V29_GEN__C0007__1BDB3DAAA3003EF6	8x6b	917	73304079b39988429856cca9fa529b3c0b92751f57bf9546c6dee6ee1948d632
CANDIDATE_V29_GEN__C0210__A3B8BD108F9C7F0A_8x6b_s917_7333b4b430d5	V29_GEN__C0210__A3B8BD108F9C7F0A	8x6b	917	7333b4b430d5687913e264d0f035b8b89622a5bb57006d2f7f8bdfd900f8c893
CANDIDATE_V29_GEN__C0125__E164F93B0C1D3BA5_8x6b_s917_73362e5680d5	V29_GEN__C0125__E164F93B0C1D3BA5	8x6b	917	73362e5680d5fe00859622859486e80bb9e3aaa4775c132dacce01e399f511b4
CANDIDATE_V29_GEN__C0139__DEF3D05D79F23267_8x6b_s1931_7339ecaf0e04	V29_GEN__C0139__DEF3D05D79F23267	8x6b	1931	7339ecaf0e04cb1056af9454a66cf226487de8ac9f37f1f089a26d2823fe27e7
CANDIDATE_V29_GEN__C0106__C947F26D2476CFFD_9e6y_s1931_733ba1c6603d	V29_GEN__C0106__C947F26D2476CFFD	9e6y	1931	733ba1c6603d54c67e4a840f802e99cd3d7dc85867e4dd04a14ba0e029dbeb34
CANDIDATE_V29_GEN__C0114__38875F793EFB6E70_9e6y_s3253_7343038c73d9	V29_GEN__C0114__38875F793EFB6E70	9e6y	3253	7343038c73d95412e8916fa207d68e5b34e0dc949ce00f0c336b4d7e5a0aca6f
CANDIDATE_V29_GEN__C0115__A3ACC8B075913CD8_8x6b_s917_734e35f9c256	V29_GEN__C0115__A3ACC8B075913CD8	8x6b	917	734e35f9c256edd9c7711333c3c550a6cd20b762fd6e141944988bd3b4f745d2
CANDIDATE_V29_GEN__C0171__E8F9DAA9BB5F7C49_9e6y_s917_7353947d5c5a	V29_GEN__C0171__E8F9DAA9BB5F7C49	9e6y	917	7353947d5c5a689bbbb21438b82fc4cf5efd6c36f0460df6943f97a429074dc6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B01__M02_9e6y_s917_7355d679ef7a	V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B01__M02	9e6y	917	7355d679ef7acaca2dea71417441c2f6d078388df1dc91266563b2d36aaaf2d5
CANDIDATE_V29_GEN__C0139__FEDD2A1A6362E1AB_9e6y_s917_735ded36b816	V29_GEN__C0139__FEDD2A1A6362E1AB	9e6y	917	735ded36b8165527c8d44fa1d3b61ce38bc92610973a159b339aafa5c33bb8d5
CANDIDATE_V29_GEN__C0125__05638E70382C10DE_9e6y_s917_7360072ecbfb	V29_GEN__C0125__05638E70382C10DE	9e6y	917	7360072ecbfb907501e418842a60176291eab8c192282aa95a7679d30a94f5ca
CANDIDATE_V29_GEN__C0076__DAD5D6B890BFFD25_9e6y_s917_73625e816797	V29_GEN__C0076__DAD5D6B890BFFD25	9e6y	917	73625e816797774e0ef2e44520d0540afa08a4443faac3e1a2c7f9ff83a16782
CANDIDATE_V29_GEN__C0054__766BBE7118A6A590_8x6b_s917_736597b93013	V29_GEN__C0054__766BBE7118A6A590	8x6b	917	736597b9301311e3ee89080941e4c50b8dd8e2117af0d9b20931e56fc98f608c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M02_9e6y_s917_736d4aad458d	V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M02	9e6y	917	736d4aad458dedbfd0a48206777f5657a03bff33560f55e1fe39318d1287dc62
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__A_CENTER__H3__B03__M02_8x6b_s917_737387be8f53	V29_RF__RFV1__PLDNANO_VHH_00874__A_CENTER__H3__B03__M02	8x6b	917	737387be8f5390b800ea1818054e3d71e38253fb3f4a7909a7c4cbb6fc7e70b2
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B07__M02_9e6y_s917_737f67cf8c5b	V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B07__M02	9e6y	917	737f67cf8c5bbb3321c2d8fa6bfbb229121a3b19783e31a009a7b37c2d6700ee
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B08__M00_9e6y_s917_7384219e2bfe	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B08__M00	9e6y	917	7384219e2bfe0846c3da301fc52999ee4b58848d2945c874ac9e852e9d8c04a7
CANDIDATE_V29_GEN__C0048__A99553954E730942_8x6b_s917_7385a7340ce0	V29_GEN__C0048__A99553954E730942	8x6b	917	7385a7340ce08b90b479305136e3df0b309144bc1215a3dd68faad3f6259c3e1
CANDIDATE_V29_GEN__C0183__C9570468875C9229_9e6y_s1931_7388b82aeac6	V29_GEN__C0183__C9570468875C9229	9e6y	1931	7388b82aeac6c194b31dc4246148bab6b5a71272850c2ebdb744bf797f1abc87
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__C_CROSS__H1H3__B00__M00_8x6b_s1931_738d22e7180c	V29_RF__RFV1__PLDNANO_VHH_00449__C_CROSS__H1H3__B00__M00	8x6b	1931	738d22e7180ccad918a23c1437843f08d795704e7a9aef78c6f169a218a3e2f0
CANDIDATE_V29_GEN__C0311__E1ECCBEF515A22C2_9e6y_s917_739619cfd290	V29_GEN__C0311__E1ECCBEF515A22C2	9e6y	917	739619cfd290a95a5fb8e214986232350853bbb638e5d55f030fed536c1307c8
CANDIDATE_V29_GEN__C0102__0175139C5D0683F6_8x6b_s917_73a28437bf79	V29_GEN__C0102__0175139C5D0683F6	8x6b	917	73a28437bf7945bf9f799fa82a401cb93fc026dd5359c4b130c8a8642346f662
CANDIDATE_V29_GEN__C0115__272FDC36048F8544_9e6y_s917_73add038514f	V29_GEN__C0115__272FDC36048F8544	9e6y	917	73add038514f9a7a17be6c144c6c7e447e1f85e690213e57489180aa33cbd24c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B10__M02_8x6b_s917_73af4e75efb6	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B10__M02	8x6b	917	73af4e75efb6774d2b2d164028f54ffdd2e49e8814767461fc82a240e55bbfd5
CANDIDATE_V29_GEN__C0090__D5317BA76082751F_9e6y_s1931_73b1d4a51769	V29_GEN__C0090__D5317BA76082751F	9e6y	1931	73b1d4a517698f72a426f9877afea390b4bb9cc2968172b6e84af210e954d8e4
CANDIDATE_V29_GEN__C0119__0220E0DA63C0FFB4_8x6b_s1931_73b4eb2c7382	V29_GEN__C0119__0220E0DA63C0FFB4	8x6b	1931	73b4eb2c7382bf09560445ee0a930aeda29570ca80e4aca5bab996f19f78db6c
CANDIDATE_V29_GEN__C0360__32C5B18B38C2D149_8x6b_s917_73c00a3f62d7	V29_GEN__C0360__32C5B18B38C2D149	8x6b	917	73c00a3f62d704e6f21f600b74c0b1844946fb9a28a131da76c246cd0d14400c
CANDIDATE_V29_GEN__C0348__896CCB923B973915_9e6y_s917_73c88c28e90e	V29_GEN__C0348__896CCB923B973915	9e6y	917	73c88c28e90e74adc298eea703039e423df9947a401083588467dd7966a271f8
CANDIDATE_V29_GEN__C0076__F666DAAF1EC9F325_8x6b_s917_73d30af64792	V29_GEN__C0076__F666DAAF1EC9F325	8x6b	917	73d30af64792e54d2e2fd58656e93ed53ae6a57c3ade9b36741f47b056bcb1e8
CANDIDATE_V29_GEN__C0527__DD90631E5AF6C01D_8x6b_s1931_73d359cb616a	V29_GEN__C0527__DD90631E5AF6C01D	8x6b	1931	73d359cb616abfbc43a530c04e51d1312cdf686ecb8472dc2974140aa3459c34
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B06__M01_9e6y_s917_73da78bc0583	V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B06__M01	9e6y	917	73da78bc0583270f82b35afc2be29ff4f357cc238e65d695e268e049a636db0b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__B_LOWER__H3__B07__M01_8x6b_s917_73dde615b2c6	V29_RF__RFV1__PLDNANO_VHH_00565__B_LOWER__H3__B07__M01	8x6b	917	73dde615b2c65f89bfd04d519a1074543dee11d9f59ddd0833a6b5e6de49af1f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__B_LOWER__H1H3__B03__M00_8x6b_s917_73e5664d9169	V29_RF__RFV1__PLDNANO_VHH_00921__B_LOWER__H1H3__B03__M00	8x6b	917	73e5664d91691d8bbacbfa94610d018d167426037cbb12520b2abb960cd4854a
CANDIDATE_V29_GEN__C0518__A97C029E0CD88656_9e6y_s917_73ecdae9b060	V29_GEN__C0518__A97C029E0CD88656	9e6y	917	73ecdae9b06061b380f5bf45ee89a883d3a9e68151bf548b1c40d7f22f3997b9
CANDIDATE_V29_GEN__C0527__9F708CAA2973F5BE_8x6b_s917_73efa7ce2486	V29_GEN__C0527__9F708CAA2973F5BE	8x6b	917	73efa7ce248681553c669cebace0e2c743447ef76baa627ecf9d05132b5963cb
CANDIDATE_V29_GEN__C0171__8864E8444F061AFA_9e6y_s917_73f3b6445da2	V29_GEN__C0171__8864E8444F061AFA	9e6y	917	73f3b6445da2c74966810bce8b04de8afa37cf1533933820621844f17037e4d3
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00515__B_LOWER__H3__B10__M00_8x6b_s917_73f4ca841787	V29_RF__RFV1__PLDNANO_VHH_00515__B_LOWER__H3__B10__M00	8x6b	917	73f4ca8417876f893fe164a828483183f44ee4fcec1097a10f19288079b80a98
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B04__M01_8x6b_s917_73f5e3fdeddc	V29_RF__RFV1__PLDNANO_VHH_00692__A_CENTER__H3__B04__M01	8x6b	917	73f5e3fdeddc3c06c0565f966537823aeca900433d778395072a9e1f847bbcb7
CANDIDATE_V29_GEN__C0054__12CE5272F9821BE3_8x6b_s917_73faafcc26a1	V29_GEN__C0054__12CE5272F9821BE3	8x6b	917	73faafcc26a1209515084105cafaec584004ab12f49d2953521e67f0c9a6f245
CANDIDATE_V29_GEN__C0072__B3B651DF6635DF9A_9e6y_s917_7402d880a908	V29_GEN__C0072__B3B651DF6635DF9A	9e6y	917	7402d880a908df9271157fa7fb74b413c3e6a89287382587149b6aea6c5a9c0f
CANDIDATE_V29_GEN__C0119__A462916EDF6FD03B_9e6y_s917_74031c1888c9	V29_GEN__C0119__A462916EDF6FD03B	9e6y	917	74031c1888c9cefca4eec3a554236736e945a3d606f2ff4871beea6bb9112245
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B05__M01_9e6y_s1931_740868e90b9e	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B05__M01	9e6y	1931	740868e90b9ea9b63d1f240f20f7d1ba9c35e6b5d8e20c37c646e01cd826eda2
CANDIDATE_V29_GEN__C0195__31B2539F5A355A15_8x6b_s917_740a9874beab	V29_GEN__C0195__31B2539F5A355A15	8x6b	917	740a9874beab19631c5f337a031d8e5220bb6765d3fa12e76287cce2867eb559
CANDIDATE_V29_GEN__C0514__E398A67FCC041886_8x6b_s917_740f2a25d679	V29_GEN__C0514__E398A67FCC041886	8x6b	917	740f2a25d67974532d56acf78e01faeaa7807483fa900f0be2f68f73ade2c5ed
