selection_order	node_index	source_shard	source_shard_selection_rank	release_rank	candidate_id	source_candidate_row_sha256	source_eight_job_ids_sha256	selected_four_job_ids_sha256
967	0	3	217	2356	NODE1GEN_095823_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb358_mpn03_arm_P4_qrg_L_backbone_P4_qrg_L_bb358_status_NEEDS_RF2_AND_DOCKING	3359cfc10393f1c88698f5451fae478a415869c41fcf6d4af22d9ccf6991141e	2cfdc90fc029d70b2a2e6d0acf10b6c326a5ebad349758cb40748f3cc92795d6	818b3b3033acbb8aa7111a71f6bdecba0728f584fe37885b91affe84af37cc69
968	0	3	218	2364	NODE1GEN_153495_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__EFF6F41921829C5C	0195e13246daddf3c67187bdba8e2bb8453900cfb961f369e31a3c7371060e82	a22836b459fbfa1d4d5caf84d8a50e6a6686fc9dfe3b02ae01d98beeea72a277	2e2e6060170ec89b3ee50a7862bb8086998885d1ceb2b0a7cc9ccb6822e2a5a2
969	0	3	219	2372	NODE1GEN_143383_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb148_mpn03_arm_P6_qrg_L_backbone_P6_qrg_L_bb148_status_NEEDS_RF2_AND_DOCKING	1342150671e7cec3da2f59d5870a50809989d5d225dc1b81fe495967b0269dd0	ffd39aaf98bc303bfbaf692e363415562c82b6a282deb4452c92b6830132a4e5	e7626bc782690f3fe9ff865c7a780dde4c8b86f6f206d95f1cb72fea1e0e7c42
970	0	3	220	2380	NODE1GEN_086407_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb260_mpn10_arm_P4_qkg_L_backbone_P4_qkg_L_bb260_status_NEEDS_RF2_AND_DOCKING	b33a1d0994369a4a08378476d5a99662c68ceb786792b5cdf76a362a6ae527c1	0df4a15b8e537be5283f6e3056669e9fb19e8a2839f575cd717e8734bc67c7a8	20bc78a4d5615a2ce83e261a3506f4fa5d7e4a4960ff4f943166fa8dc35deee4
971	0	3	221	2388	NODE1GEN_253506_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B1E4D60C2B580A69	1676372a40a12a44dc07720dbac9b8e734d666c46a9a85562863835c3034b7a0	5b95d89b6a915ad4ec2ab1231072b02f33f29f55c8c7baf5de472e0faf749d4b	49ae1f49a7819fd62919826b2687310a0ece1f80a9dc4cfd855b7780932c10de
972	0	3	222	2396	NODE1GEN_070625_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb339_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb339_status_NEEDS_RF2_AND_DOCKING	8355511f0ce2d18eeff085006121c215b8d2f85250706ee2383b050644bc67fc	39c1c54e36d8c1e8160e5b550e4e3ed586323e0b448b9699e72873da097ab42a	0041b2a8897f54e32404f14788fecfaa025a4de2bc79a94ef142756352413ac7
973	0	3	223	2404	NODE1GEN_068756_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb177_mpn04_arm_P3_qrg_L_backbone_P3_qrg_L_bb177_status_NEEDS_RF2_AND_DOCKING	b309cb598946a5deda7fb70d7b901d66cd7832fb5d220ee19c7c1230cd584746	61ba248e036ded99c8976199cc62f1980423dcb3844761fcafec52917658baa7	9670289bfa27beade327bfb8252c76aa070ab481c6b3b3e4f262f406c97fdb67
974	0	3	224	2412	NODE1GEN_152362_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F8AAE38EE9C2E141	0558d1919ba152ed3bda027bec8dd8f61a347a6f6c77ac363311cb5f670c008d	4c262efa67a8b515ecc60fe721770b4494db7de4196084c9eeb9a8ba761413a8	19036f3eb192baaa573e0d3600fd3e3cbafd8714afb4b8888434617d98a26e8c
975	0	3	225	2420	NODE1GEN_144546_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb246_mpn11_arm_P6_qrg_L_backbone_P6_qrg_L_bb246_status_NEEDS_RF2_AND_DOCKING	a38f64509e614c4f31c8a8df3703723badd1ac8788a76a7653022ca1c383e223	bb8dace669fa9137af4e417f56d59a2f89c68977b57fc65a1285e695639202ed	2c9277f4b81623953280d39c5a037df9c852895604e3eefb94bad90ea7fe2116
976	0	3	226	2428	NODE1GEN_256681_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__3B82C14379FCD64E	3389b055eafd54c75024c6ff10e5442c8f39652638298a086d6a9e97803c2ee0	bd993789ab6e9cd0766aa7c5ccd82b6b62ef494769827a375ced2663ce586b30	827b9cb431d3b3c4758f5cb9d562a77d14648d7a73472913cfca787ccc040003
977	0	3	227	2436	NODE1GEN_162011_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__1373575961733260	09ff412d6a793fa4bd35156c4acf3218519f5f419f3f30bbfe3b4545a20e6bc2	1579b3fb54bc46f6c6b83ffb15d4cbe3e08f857365fd8d231b4295833531bf8b	eca820b53fb28cdaaec11f9850b0ee4815a2fce06e13d26610bbd7ecaa955679
978	0	3	228	2444	NODE1GEN_255455_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__834ED824DFBAF1B9	bd81f7c413496e955994394aa9bf111b33c6e24541f3b911f33262f967c74883	fc837dfc13f38e1108726a3369a7ac0539fd2a5f0f2b72f32274f7e9c720dd3e	decd8bfe53aaaa02a24ea212867115ce5cec864642cc53e628850258a2d4c91f
979	0	3	229	2452	NODE1GEN_050969_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb082_mpn04_arm_P3_ekg_L_backbone_P3_ekg_L_bb082_status_NEEDS_RF2_AND_DOCKING	3698f56819c23fb9842c183bf4717ba293feddc0aa2b1e08e86130590396e5bc	f06c056d4f36372779ab4c62348af711758b8073da2fa53de4c7c0eba2bc170a	0f6734778fec04b01d16db9d869362dee0c801b32b8c0d958c5572608e3ede24
980	0	3	230	2460	NODE1GEN_275603_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__641996E8590AC3F2	c508c744d38ae0e178b3d749b3b76147e4b4e8079940a340345b241cf9b83cdf	b016e5e27ab7da0d2df40135057da9e4af45aef344a113d057d9621e769a63b3	7101ce0fd2a1de626e877d8e1cd62f6cc319e6304b124cbe80bdbdfe15243882
981	0	3	231	2468	NODE1GEN_271642_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9A16832C0E8D10A3	5138f7e116b1fef8cdcb307acc9670ec9a407ef1626946033974cc3312391047	93b6159ac3a0af35298110bd3699413ba0fbe426346f15d7582e38f95a5d7a51	1dc2da17a7c9c1cbc373b79c142a12a911984a09286603752a3d6d18e6304ba9
982	0	3	232	2476	NODE1GEN_207689_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__33E4F93DFADF7FB7	39642ddc22da70362c3bff02bc45a84dd574b2f86a1ae1e725632b69f87488b9	3eeddbc13356955bf43c861180e850a0bf8873eaefc909aca4778c1897241254	36c1888284fec40c9bcf7d90ee56f8b6ee3dd75829547a5b387d0739cd2af3fc
983	0	3	233	2484	NODE1GEN_110635_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb196_mpn00_arm_P5_qkg_L_backbone_P5_qkg_L_bb196_status_NEEDS_RF2_AND_DOCKING	3c34e415684b031b9917ba736fe983a042bb61e0c237603680fe06c6fadd44bb	df9eaec836f7268148f8764cf42770a09084c42e5ed4d1bd910825d4b18bd225	32f90c58ff9e75db7f31cc127bbfbd67379d349fe174ee0d668a607058d8264f
984	0	3	234	2492	NODE1GEN_144873_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb274_mpn10_arm_P6_qrg_L_backbone_P6_qrg_L_bb274_status_NEEDS_RF2_AND_DOCKING	b2291afe5bde325ffa4f3460789d95f18d81c8c8e065e86d0edad5e6e83ad3eb	c01f87507ded2a57bea397b89057d0a846fca8a6fac2aa2f14ba1573851d45fb	0ffa032aa77a3f595613b0d989b4d05542df2b52639dcf6cc8178f74ada1a8bc
985	0	3	235	2500	NODE1GEN_176086_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0B45CCA2C489AE21	97d0ebf1e85577516a772f1363aeca25910dd85adfefa883306aa20cb6fb7ac4	a0fa5a5a98259d3a701ccbea0765cc0cbc7e701059ad17ff4dd296458b52ad49	4dd4567760ee29d27aa9e3cdba961c347bf0d4cd2ae88411a2f8c22899e3f164
986	0	3	236	2508	NODE1GEN_017006_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb028_mpn03_arm_P1_qrg_L_backbone_P1_qrg_L_bb028_status_NEEDS_RF2_AND_DOCKING	05e8493d23f544b9c9148da613115699ca298d81c94b36e71fdffde28c2852da	3bf70cdf5ddb1f531daf50c6e48afd163e20135c9e21f042cae568ba455dd9f8	78916da36b3b4ceff7623897ddf74edc945dce74398fd74b0024028ca3579f36
987	0	3	237	2516	NODE1GEN_078305_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb281_mpn04_arm_P4_ekg_L_backbone_P4_ekg_L_bb281_status_NEEDS_RF2_AND_DOCKING	dbcd5191383d1cdcc013f14cf32a2bce70f89b6e6e7bb431c9ef4cbfa85b8e7b	d386d51bb67d23c3a9c3ae8056d01ca600115cbcfa0bf475a1ed559ec8f96e58	5a8d6b4e6c8655b7b54f5e0271ed85fb2f33cf0f0cbba3430caa7eb9c8925538
988	0	3	238	2524	NODE1GEN_206069_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__3107497785B3EFD9	f03093c2cc547a1a10a78c74e881afdf318fd6717b63db5d796d5a8ebe882276	e92a8e0b4efc7fc672f2ec701ae3554272a1f52d9e468c9f2bcf34d20af5ed11	35d62eaafcd9eaca62787cdfac47efc763615c6bd6f4dec6b02d79210f69bf51
989	0	3	239	2532	NODE1GEN_010796_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb206_mpn03_arm_P1_qkg_L_backbone_P1_qkg_L_bb206_status_NEEDS_RF2_AND_DOCKING	5cbe29dc9fcd2660cd06ebd5e66154cbc34bc77060177841ea1b9c38986256f5	9c2e79b477cfba44bd0cb4249b3e1909efaeb6c1ca8b287fa1e81a489d01b63f	251936c93f4b73917caa0ba181d4558ec44e25712d0fca4b5a9ed530cf5fce6e
990	0	3	240	2540	NODE1GEN_170729_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8E77BFA4C589C853	12795d45c516db0318f36f1bfefc28c3b3f493efc05a1ee400b5e7a322cd5e14	83e6132e49588999a54c53b4cc9728210a53cce0aa05485d0e2d8c54e0eab238	4b110089cf80d2abbeb303e69e1c8fcf12bf76ee22eeb6541f6a18c828e14c1e
991	0	3	241	2548	NODE1GEN_216868_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7DFEE7ED3CFD8A16	46904eb9746bbf2a9c9a9fac099829dc0da98900c896d4a096cfa46d9d1ce65b	a643e943fb42a161eba57b79979b160a48c2215b85bede1cdf79dbb33e146aa8	7514479259d057af198d75641138a0851eddd683002bbdbf139545c1577a787e
992	0	3	242	2556	NODE1GEN_169783_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__40A1512E087BD6D1	34e97b219626e774f0185637e7ff6ede36216049896b11312f750591dadac7e1	5494707001e03d0abbc2d5b268859a5d2593823824e38f4cb2b132393a25fa5b	278e812cc07b43764b5f688d48ea4832604560b2bb029389b59e7c86aa8cbbd5
993	0	3	243	2564	NODE1GEN_182985_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9EB87E6FE5BF46C8	cf9c6da7298a9754a7c13da88cb577f5940f62d160380af6c3bd9cb32074ad94	6a445ae19b869de759eb7bbdf253cc884977edc1cc612cb923e6ebd299875cf7	b4a3985c67b0a473645553366662315344a006ce3483c53ab9e9c360bae6aa62
994	0	3	244	2572	NODE1GEN_222096_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C86E913E27FE821E	c0ff85c775660a906e1f68015bf64942e33b70113868f30cb1a43f050950382b	997b410cf586db3215af5e5f3287318e386fa7fb1f0966f0d62cde49b7029fdf	beb0eeacd19207bfea1d188aee11462d307fd73c9e1abefcdf2f790da2a25f36
995	0	3	245	2580	NODE1GEN_151724_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__AAA2FF0C88ED350A	b4c9db7f649d94e3e1547c8eeee4dfc61582fd251cc7e7da564884e72442b7e4	f24ee12821833267f233a70f06676dd43e99ce492389acfbd4b0c65d066de891	6e5c064508ef586c204a7b7a97545ebf09175d1676e3aa4620ee2851a97e8339
996	0	3	246	2588	NODE1GEN_010287_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb163_mpn09_arm_P1_qkg_L_backbone_P1_qkg_L_bb163_status_NEEDS_RF2_AND_DOCKING	aa43a91440724bc541cf6b18abe83aca417d380edd629ecba9e29b89a0e43223	44b690bbe3ae9ae83888ec86e0d42f75873cdff8f6959db4848b6b1f5be8d6e1	ca490ec9863b9107400c4659f0f7f2856cb2b387f2b90dd8809e00b8006696e1
997	0	3	247	2596	NODE1GEN_211983_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4FB03DA6F14DB3D0	0ebd42675ca786fee81e21afeb458af14ec6070a9952d855cd3c99c20cd28181	e9acf59a3993676f47c45d6f6a8799b56b8d613beec37007416ada5af31034ee	7bd2a103f6ea97fabc6733bbc8c568e401f4b0a50acebf02093b3575d054bcfb
998	0	3	248	2604	NODE1GEN_243670_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__630B4B612B4B42E3	0b294608c001983cc0e4e1255f42eea74e4a2126bebd941eba58666847a0acc3	5d4e05fca9aed6b8fc65e618a5b5a2f64a4b24e3f48d9c51abb04d0ef30d7268	f049f291972ff3a51302dbe9585e419eba68c9ac49e2b681cc6a6d9d1be3e2e5
999	0	3	249	2612	NODE1GEN_161128_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__36FB075B385A014B	36ed637ec687e439d709be37f08ccc6df48a963a1b2f0d4d74791fbfa82dfe86	3884ce2db014d0e72fd81a81e5b3f9aaefe060197c90b7bfce373f2f2abfc394	5427ffe84f78d8a3690ee2a5cea80b6bb8e5743a81da383c7f8270155d29ef9e
1000	0	3	250	2620	NODE1GEN_153031_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__F5FB4F8B558467BC	44a9d333895785caadc22f0c5e8a9165c0aef775e327076325be349b4eb193af	bb7f1065273e2b043aab5c1dee5438ea040e1b4176be994fc650afdc3cf90a60	bee6042b82c1a12a22dd4fa13d5f7eb72f8af163b90a7dabcc0f24e051afcd90
1001	1	4	1	645	NODE1GEN_044326_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb224_mpn06_arm_P2_qrg_L_backbone_P2_qrg_L_bb224_status_NEEDS_RF2_AND_DOCKING	cae61984aca0c4641871d43faf185c3ecefcf3a0b89c134772e24005e7b0a3fb	bffec2749c20e01b5de417043ceb05052cb572cc52e9c3fad91e095cb2b166bf	a63859bcd0ecfda1af66a833f80ccdc44410867cc889c34c21275843a0529b4d
1002	1	4	2	653	NODE1GEN_003078_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb260_mpn06_arm_P1_ekg_L_backbone_P1_ekg_L_bb260_status_NEEDS_RF2_AND_DOCKING	3db4d4536bd8c756287abbbaab7a602e3b4b729e43a795ce76dbe822b5f01591	31973631e1b5e5df950e769090438c219d4ecc4c4e0aa8f5b1a9d76e8b33766b	714f798bf25d1b6b05474e8a899c544c0b448e97d5a9af8cbd5147db2147b54b
1003	1	4	3	661	NODE1GEN_094906_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb275_mpn08_arm_P4_qrg_L_backbone_P4_qrg_L_bb275_status_NEEDS_RF2_AND_DOCKING	435ab7c523a0cd0a883b9c60779b1c0c5995d70e7435d58b7a6d0636277d3a25	4721d2de9cd32902e8150ca03d014136fd97c0fb5d3c5cbf01940cf9cf07c747	e742a76ee5e6b4c340d731de519b795f265799b05bf8aa11c002670f56e4a91b
1004	1	4	4	669	NODE1GEN_151725_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A92F315E45C56AA	542c7589e6cdfc20a63159d7acdf64ddabf7222d0e86c502b96acb10b7216729	a148476b5fb8b548c1a37c83e895b76209aa5bda719ed583909f01a05b0ff59d	f4d006f19352345ff161eca1b82601d5841b89e45f7bbc43d81bcfe5d2535050
1005	1	4	5	677	NODE1GEN_003720_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb319_mpn00_arm_P1_ekg_L_backbone_P1_ekg_L_bb319_status_NEEDS_RF2_AND_DOCKING	d2cf377860ff1b2d6e63bdf0c5ccdadb3c20f8a1fb5a7adc09460c110f585459	0849efc1bbe02d2f12ce91207cccf3b7419792138d5c016aa53bf67882eb89d5	df85fe94ae5a5f5c0684396d48c5e48de4d2e20caec92cd5118e27ab80de5ef6
1006	1	4	6	685	NODE1GEN_008841_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb042_mpn04_arm_P1_qkg_L_backbone_P1_qkg_L_bb042_status_NEEDS_RF2_AND_DOCKING	8a4859733d25bb1ffd5250cedd3e8faa81e9789ff9537dd0bd526f722c0eee7d	7e26e529c03d0a05d153e92b8c23276a6dbf594c2f57eda05c4ee4de1c7e2d81	394b33b495df9c4c5b02e181501b3edc69f6cf130403df63bd7af27308d33fb9
1007	1	4	7	693	NODE1GEN_220949_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E8DD9312B8CEE59F	f50c9dfc216c789e9ee4a166a7933c7eec390f569baff99fcfec0c6dcf4ab75c	cb8eb4390a50de09bf08f7723a1d5e74ead5904357be96699f824e8832374143	a2aa435eceddc6d65c4c3573cfc96b6e08d64fd14f9172a1d1ccae6d069ebe23
1008	1	4	8	701	NODE1GEN_100500_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb039_mpn00_arm_P5_ekg_L_backbone_P5_ekg_L_bb039_status_NEEDS_RF2_AND_DOCKING	c519dac128ba4441060566c6a8726ecb018bed29e4e279f2296e3596c2421fea	09297916c9ef0f3e731b9ee231fda243e5b6bb31b0a750431cedb04bfb0bbba3	259ecdf2616cfbe0ee8e21eb1bf95aa7a79160e77d954169d74024371b27b229
1009	1	4	9	709	NODE1GEN_204982_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__BFA9DF172B7CAF38	34c5ef8e88e98b4b7e0d7ea0e1d08d70b52fee62194156d67dd1ce99f7f4b190	d69d1a40f0ed6afbbb24f24375e23cee5dcbd87b1c764e38caa5d54b1a15bcc9	4517a4c5dd116397158114082fbd9734dbdaf5951e70cdddc43402a95a3efbf8
1010	1	4	10	717	NODE1GEN_102628_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb223_mpn02_arm_P5_ekg_L_backbone_P5_ekg_L_bb223_status_NEEDS_RF2_AND_DOCKING	f198ed393cee539c04b041d1927a04af4839e705aae7f5385d017531f9491e29	dd1b9d99ccb1628465ceeeacdecefe578b871699d4fc5c1556480eed0a10bdd0	d79e0f0333c044cbcf07637f11317a223ac3cf93b19b69464013e454c8fd0515
1011	1	4	11	725	NODE1GEN_069602_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb249_mpn08_arm_P3_qrg_L_backbone_P3_qrg_L_bb249_status_NEEDS_RF2_AND_DOCKING	c67cebe71be3303df1d0525c0dba452f4a78b04002724bef3c7c28f416242e3d	cfa4b9f9a21c700834b8bfd8af68f016817e1269c798e31cb494440ff6eb2710	c52ce47578404f941376ebaaac39f56d71b543f54b905bff910793ef8daa0d6e
1012	1	4	12	733	NODE1GEN_042246_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn06_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING	cf704bd4a848c119c9ec638f118f37d21fc0b537d45fc4ac12157b5164c1578d	8765d968ec40c7bd6b98796ed3e883069be505866baa5e83aaecfdc8a61724a0	f78a9a64177ed3f04ef37da726828c26dc0a36f89d3574ba2e18f5fdd3b94c5c
1013	1	4	13	741	NODE1GEN_155591_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__675D6D707B127251	878da1bccac5258784709698dadde5dfabf23034934c04dcccf7f4e54b158823	0a30277e323b117b5a7bbfc013d45e40b7aee8cf1be5e7b3702e2f463ff3d97e	19400e75d37a3e0e260cb55e623f3a31a8dfced7edbe7461a3eed2167d2bc493
1014	1	4	14	749	NODE1GEN_070200_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb301_mpn03_arm_P3_qrg_L_backbone_P3_qrg_L_bb301_status_NEEDS_RF2_AND_DOCKING	0750a40ac2e50f1afbd91fd26c40c5a122c133e7b1ca8f67746444eed3db9c26	6332f7d18d9a07cef16d5f4349bb3497098d3959a3c0e1e7c8a842353d79a7fd	afed10dec8f4474e67ab3bdb51044e5cb717b9082bbd6ae6b9f7d44a33650014
1015	1	4	15	757	NODE1GEN_011003_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb223_mpn08_arm_P1_qkg_L_backbone_P1_qkg_L_bb223_status_NEEDS_RF2_AND_DOCKING	3e267d11ec1574ca3d1b9fedc047f149c913bb147fb90f31c77d9e29f0b2a182	c9bf6347a05ace62f5bcfae6f3c67376a76e5ac153c30b14f5509c4924d163ad	a769214a0b7d0fb8bc56ce2beea0e63ab99461e5b909edb2365cf33c66146330
1016	1	4	16	765	NODE1GEN_035692_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb201_mpn03_arm_P2_qkg_L_backbone_P2_qkg_L_bb201_status_NEEDS_RF2_AND_DOCKING	e21b9ed3fdcf58be428f5a959737aba10eaf02c43f5028b0708061b67eca43ae	2159d9a8aaf0062c5f1c225f0936245d473751353212feedda36814010bf70a3	7ddd580dd7b522f1ae8d9c44efe2b5ca28034e1dfc5ef28d512fa2e72271bf7f
1017	1	4	17	773	NODE1GEN_287524_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__368307FDF42020A3	f65b083c4931f184453a8a1ad33fe538dc21a43844573891f18ca21f8c434325	75ac6695afdc39c97ace89c8782bdd1813a0c5a0e3379bf3b43d03d9ed2d7634	e7ddb58b5d6b36a203d08ded16b0429a86d88f65cd54615334b2c749dd7e4b64
1018	1	4	18	781	NODE1GEN_161914_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__136438432CD2124A	2a9ded872c7acf2f7aa60b86573e57439d23472ebbd2721413eed3d3842fa42f	1c844b4556df2b2b4c06e54ae42b7b94d3788825284746a7d261a853a106a44a	2ec37f6d53cb4dc99e6c9579be0f6970f6324615b08383249767a05eef775da8
1019	1	4	19	789	NODE1GEN_202307_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__24947C8163BF94EC	8257005191851ac12842cfb8a3081e7f829f17fe738dedce8f173c415333ef3d	53dac5e253aa96b135f6e0e7a08f71573dafd9ca809fe0844acf241424af8b79	ececad1d5a2d0fbea39d7d442cf03d31a90bbf240db02cae56028e634d85cb6f
1020	1	4	20	797	NODE1GEN_155678_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8F9F31F446486A79	bff4c7871364630fd6413299fae70771d8702c92c717708db6bb5dea88793a4b	705ad32c3d7cd27f643c8d25946898aa06d23d6db7d62d35290081905629da4d	230153813139b7093b52b7f59ba9c5a426a3dc2dc8b38d44ead26445835a2fc1
1021	1	4	21	805	NODE1GEN_145544_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qrg_L_bb334_mpn08_arm_P6_qrg_L_backbone_P6_qrg_L_bb334_status_NEEDS_RF2_AND_DOCKING	b2a01564bc4151caf369a75e2669b5205c77b52f14697cf4e80b876c2b07b9a1	8e935f6e84ef8e02e9cf3959c6f351d4d39b90ca953637444f32b2f043c5aefc	7eef5772a55d4e0eec50c67e668bf060343d3b05a11a91c158d58c1a8e5d2c38
1022	1	4	22	813	NODE1GEN_016857_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb015_mpn08_arm_P1_qrg_L_backbone_P1_qrg_L_bb015_status_NEEDS_RF2_AND_DOCKING	31e337d69f413c051e376f78e673a20a2e5dc5506146303fbe64c2e3232ae2d2	089a0341146407d2445fd4c5a23672650d9134803d03e9505c4432e2b4830d5b	cb8b8262b2d105869e178b607a8bebbf28905c0135c06b00beb0e135adf65482
1023	1	4	23	821	NODE1GEN_018215_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb129_mpn06_arm_P1_qrg_L_backbone_P1_qrg_L_bb129_status_NEEDS_RF2_AND_DOCKING	5dddffcc1dda83ba3cc9c21dbfed55e287e78d27bd179ca550d2c22c003d3f4d	ab3a2b511f32d4d6ee66a4663d67aa40257420633de9c4b8c5762f7fcb142eed	32d25f9e14dab2ee75ab4253a825ad6813740f371f770a8e2548b77ca0a8f963
1024	1	4	24	829	NODE1GEN_269100_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__99AEBF9323681AAE	f4fce97a8c2f494cc7fc4572032677d179db4841e3676497d1e4a153011bab10	1862d8822c59e834ff55977b7f6f8dc236d9d1d793b707d2d043bfe18168885e	739565bb0b871e81f13b0c5d98c7400ea2ee18bc68811774f8f63c96e15980c5
1025	1	4	25	837	NODE1GEN_027212_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb187_mpn07_arm_P2_ekg_L_backbone_P2_ekg_L_bb187_status_NEEDS_RF2_AND_DOCKING	02bace08bf2fc3d34acf85a64471387d6dac47318ec6dab385f108b6e1f6bf48	63d8e9086db2ef879fccb0e705f85a83d1c12418b0f332f199066be0a6e3dc20	95c119378631cf9793a6081695c038bd4c7cb01b430a0f4efde0f38c13152d75
1026	1	4	26	845	NODE1GEN_249949_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A93DE06C1BF268BD	3615ff92f06ee1a4540b5a435394c0cc877f06990b1b9edd7284018b67f7f132	17fcd58434a73d62eeadb1d887dc92b9b421cc6a2126aa6b68363674e21267e3	9d81b5d2fa55dba160cd38911afa83f39783a2a87f95c110ebd3395821eecac8
1027	1	4	27	853	NODE1GEN_246342_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__58E8DC8EB0BB2097	9ce68023aa8e96671e1cf67a3fb5b91c8d1b659a331f5cd5efcf0b7affa01aac	8b916788996fa5c9d368fa7985d022586501e4e989eeb741da083ea33c810fb7	acbf8ee16ae9da6f38d110ecb4b70de34213b9c2ad582e9411d3f24080c82020
1028	1	4	28	861	NODE1GEN_208433_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2AF26612E9AA5FF7	68d02ae1f8263bdfb36c2948875ed1a026f238b6e1d7b4553dad2fe5c6c1ca95	60976d85098faa2f31b1c8aea6822131995e73f7ad2d6147e3e1bca61116ef08	fa318d623be2f834c9a9824344f4fa4f0e53301a77fbb1550d9f9141ceaaef73
1029	1	4	29	869	NODE1GEN_058437_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qkg_L_bb008_mpn05_arm_P3_qkg_L_backbone_P3_qkg_L_bb008_status_NEEDS_RF2_AND_DOCKING	a9d9d9d7575de654f7fb68ff9114abcd121b137aff2708fd110fa53b64825c1e	8acfa24861fb5f4f55547bb89e3f2be43aafb78ae74240578483e1c6e419fe4e	7d0bc4d6d5615d8cd7055b91a8c86f71715071bccc69198312ee417e0aa71691
