selection_order	node_index	source_shard	source_shard_selection_rank	release_rank	candidate_id	source_candidate_row_sha256	source_eight_job_ids_sha256	selected_four_job_ids_sha256
905	0	3	155	1860	NODE1GEN_150472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__42EE8F36BA35BDA2	5fd0d4ea5ed8449b3fcb86bb1af4f5a464fd730e2ce625d31cfca6b816504755	9bc9156dae37748ac90229698e35f14ce3a2ed6dac3ecd30444700af17d5b0b0	3784b8a3d39719aca3b69e3f1a0f05756529b90091655dbb06d81b33d18b6047
906	0	3	156	1868	NODE1GEN_274139_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E4EFC9679B7902B7	d62ce34e03d918c1f8329ad8226c4b9f740e7d15d21330c9d0de6fda2676ef54	07dd60308a7b6ae3f910d0ba09c5b04c08ee042631d006e00bf2c734fc52142e	2b2490b9f7e4520174f3be768e5ed48ef17a2b6c08372992476c79f3b7e73faa
907	0	3	157	1876	NODE1GEN_288387_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__5B595BE93E2897A4	353c428a68d1d9148b620a8ae7be696bf4bc14facc339b824ba0186e4531b23a	c0b40e6217f1f4961ddef48092abb5db9cfd4a778f3145cbc4844859680ba47b	2cd6cc925afd2631e455793fe47e26ce377c531ddc4cff21901c7bd501af07ec
908	0	3	158	1884	NODE1GEN_070251_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb305_mpn06_arm_P3_qrg_L_backbone_P3_qrg_L_bb305_status_NEEDS_RF2_AND_DOCKING	b3f11bb4162edf08b4b4ca3053ec366f2d2bc335d601cee3a63169f7256e21ce	4d7be66d2fdea369d51a2ed1e9ef1969190086af2cd26053ccac74f18c59f790	f8c81cbcbf4d24d64bac7c1526e345df3c615e1d0c3ef08a53b23477c159d308
909	0	3	159	1892	NODE1GEN_041814_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb012_mpn00_arm_P2_qrg_L_backbone_P2_qrg_L_bb012_status_NEEDS_RF2_AND_DOCKING	2769b4ec8e113fb5c246eaa6b60185a30ece6beef7a9560c20f697f09c42bc04	c9c503e338c9e313e8d7dbb5381993d66ca9cb53442bc62e9c0aa4dcd71f2b36	cbea1d2a41b3773be05cbe58fdfa11acabee153dc7912380312c3eb5f7d10eba
910	0	3	160	1900	NODE1GEN_156761_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A3DB143909F057F	46eaf0a9a1b7603ac81dcef728ba0d428b56cac83f074a78038d67e1db4aba9a	07cc9e114d81e634fab4f23c4d10b7be5d8af5605e54d16285ae7ed49fb6838e	d0d286aebcd6f0ef3737a1c6d2585d2cbd775065c6d8eaabf0616ea84ba1b96b
911	0	3	161	1908	NODE1GEN_160412_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__DB9EFDC1A6950CD9	1c4927ddb0ff030c6b9f91278dd6c83f0e2a8b120617d8bacae9819fe6103dbe	76c40db97c61a4b3067d85741d487c877d83525b8649fd761d173b1cdca52909	84236e1d35a19d62db07815d21901a2e47769bd8b523d095697a83722b05d7fd
912	0	3	162	1916	NODE1GEN_189101_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__6191E04F7E546464	e02d6867cfe1843018b0e7cadeb69d359e455075c13ff034bed647475cf46e83	7b663a5e139f2a7aeb0379d5ed86bfb36e77c8a7b2b0ef4bd85fb256cd1d6ef2	4fd843a6c9ce64fce9731188cd63f8f238e78662f1bde8ca3160106b975c5730
913	0	3	163	1924	NODE1GEN_101777_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb147_mpn08_arm_P5_ekg_L_backbone_P5_ekg_L_bb147_status_NEEDS_RF2_AND_DOCKING	ce4b7511cf51f33c8a1365bd6c0f95a6694f4fe02d048af720fff5d26e9f8187	1cd19b312e4dd60c2da82392fdd9f3311431c31ab5f4dabb8e54c3e0b9f6e342	6758361be348e7c62fbc02dd85f5077d63e4f3d6562b6489e1933303123adfe0
914	0	3	164	1932	NODE1GEN_095082_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb290_mpn07_arm_P4_qrg_L_backbone_P4_qrg_L_bb290_status_NEEDS_RF2_AND_DOCKING	df5879918e25b8b3b419af37a550a9e9be1e3218a4fd0b83fb93a51b704c8b54	eec3e2453fd341c3b7b1fe86ab61f48f321737ef790e244eab49fffa64050f85	4c687c2effbc315ea22ea1e2ab8cecfcf9bc9e7c0b390d1e21160c3d6b611f35
915	0	3	165	1940	NODE1GEN_103156_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb268_mpn09_arm_P5_ekg_L_backbone_P5_ekg_L_bb268_status_NEEDS_RF2_AND_DOCKING	6471d08e67746fd90544eca430587fa46069fce492958c5e8557553759a523a4	62fb54c57b4b111a73e237e188f0edbfb8898816065b1ed2ce01efe99d63c6a1	d312cb4b5dccd84b59091f8f1fed56b64e34a837d0319f4cfdfdf68965d2c67f
916	0	3	166	1948	NODE1GEN_017968_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb108_mpn11_arm_P1_qrg_L_backbone_P1_qrg_L_bb108_status_NEEDS_RF2_AND_DOCKING	38736c5ae5161bc4101f36895e8ba834ab08036cdd858e384be1e5ebe8948e80	de733326b763127e31c3a1a3cb4a5b517fb50b7b8e50d0480b130aa7028676c4	ce31b303460ebeb75d8d0825e3c0e465b45d171917b7338457d9d90111c4dea6
917	0	3	167	1956	NODE1GEN_207983_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7DFF3CA986B13615	30cf893b17cf2a239e2f9491969c5555bf67a8046c73e0b1c7a7dd8d2713b3c3	43580d594f49ed33b0cfa23d724fdf2461094c86fd48819115a90a4461dca39c	762a6d1c49f9c6dfd59e0dce9d0abbc194db2d21d6bca4848153833d87d88c52
918	0	3	168	1964	NODE1GEN_067603_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb079_mpn03_arm_P3_qrg_L_backbone_P3_qrg_L_bb079_status_NEEDS_RF2_AND_DOCKING	a3be1339063d42d87694bf59941d0a09cdb1d56e858c6204ac965e606e6d79d9	562c611f79b91d86a0077d3e1706eed5e79b48696f17ad7c846a7968695e4aa5	d8ff7e3ec7c7af276fa96ec41510b002482f97e38468c4247d6b6519bba5939e
919	0	3	169	1972	NODE1GEN_103237_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb275_mpn08_arm_P5_ekg_L_backbone_P5_ekg_L_bb275_status_NEEDS_RF2_AND_DOCKING	1b4ca199ea82c386b0422327dbaf3fea53d2602dca59198702aeb17877bda620	6fd05a3d889f1e83021bdf3d211c8d5bdc2914238716bd1bbaed2897ddf9cbd1	5b42bb5642ebb48c6156b0e9c86524741d48723d245da0d781e2b390f9340a10
920	0	3	170	1980	NODE1GEN_085428_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb177_mpn02_arm_P4_qkg_L_backbone_P4_qkg_L_bb177_status_NEEDS_RF2_AND_DOCKING	963559831128377778d60964831af3fe26e650242acb9e6d47f554b96275c6e6	cbd2f9de0b946b58a9396bfb42cedc88629e1c8b72a4d2e5fbddf40a6e85fc72	21deeb9d910007337665c540aca3f295e92e441f098002f4ef5c662e0f11f15f
921	0	3	171	1988	NODE1GEN_153950_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__4B4DAFFED3801918	d7c417fad249c8e68b5a17a34cf992e9a6a827d910040b1352417a3a45021f37	ec1849daed9b61df3eeafd2181a2975062c6932e157f5d390e442ddf057e2469	a2cebc1141f68650c9f634dfca9958e04f173220225f5306d91df9b7339e9d65
922	0	3	172	1996	NODE1GEN_000580_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb048_mpn03_arm_P1_ekg_L_backbone_P1_ekg_L_bb048_status_NEEDS_RF2_AND_DOCKING	06f74aec495e5bac82befba7dd982ba7bbc1661930bffc59b85d6828dc81a095	8bca1aa1e09a0f5a115562a9bab3a4a9db2ea38ae9bbdd6ce7aaff2c968e5389	a973378388267d6b54890ab92ae351501e7c314ef9295f452503293ebf997ce2
923	0	3	173	2004	NODE1GEN_067494_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb070_mpn00_arm_P3_qrg_L_backbone_P3_qrg_L_bb070_status_NEEDS_RF2_AND_DOCKING	0fcdd16fc9e44f27ca40ee9220a2e80922c3818bc569cc0325af4b7299fbdf12	80636df9dd448825886a7c90124d566046bdb2c05a4008c6ae2fc38a05777aaf	1a16668cb0b2a8258d8a0fce94331f3d1db44853d4d15748cb949dd07b3f9bb1
924	0	3	174	2012	NODE1GEN_179833_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E8F2386B32CAFA87	d14c26936dbf8e21c93ec4662bcf9a5bd354eefccbfc316d18a67a57fcc24b0e	6c141cb3fa500c74f90a49d0bbb3bc48c84843e549aa78cb3a50a24012ef27f6	15c347af20c4db6f72614f9cbadd12c5ae0a7e0a436434e403329f9f378ea59d
925	0	3	175	2020	NODE1GEN_193212_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__625018CC5DC1844E	de4e36ae7c9dbf252f1c6f0dcbd9b178b931a7dea87f7585756a81218a15cc5f	3b00feacfc411e472093a618708f38e94ff7eee18abd150fba6352637671bf23	45d566324e8801268107e63841b8a24272792633ac8024b094f80c540fc054ce
926	0	3	176	2028	NODE1GEN_035125_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qkg_L_bb152_mpn07_arm_P2_qkg_L_backbone_P2_qkg_L_bb152_status_NEEDS_RF2_AND_DOCKING	e8e9ddad718d4f01784fee4bc6e1c3adfac7672d6b8611436086c3e8213ac17e	cd88bdd528dde46b44b358803afa53a8da9010f4b623be3fa4e28e817ca4be99	de69e74e95cafe13ae10125c981b1782d94a405c47d1e6bcc979353d86d0288f
927	0	3	177	2036	NODE1GEN_135268_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb166_mpn00_arm_P6_qkg_L_backbone_P6_qkg_L_bb166_status_NEEDS_RF2_AND_DOCKING	6aeb2eb1ed9ee9ace738524d3906ce95deca8775fe84340b7637f3f70be3c0ad	6d2eefea3380aa576046c039a5f185326d0cb5af649a9536f57b169e9a03f9c4	b8a78cba6153b157088db2d920864785ecc5b2fab6d74c83933ec8845391b46e
928	0	3	178	2044	NODE1GEN_134643_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb109_mpn06_arm_P6_qkg_L_backbone_P6_qkg_L_bb109_status_NEEDS_RF2_AND_DOCKING	f3c38ed9facac612672018a662b00c32aa0c5b2cc512c68f09939063b4bf2685	b4cf9e836a091eca647b1c36abc6faaf37cca64d54dff12894227d7e169b5bc7	2204c2b074e676a120534dc708f9138872ffeccf1bb8322f3abe4a981b8b8b38
929	0	3	179	2052	NODE1GEN_164886_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B15A39C961FADE51	71721e60551f202313b9b511ba8e79d5e7ddeaa64834d1bf4a42294eb71cb6ff	dcac14f8f1a7466416685b7e2b6a4dcf1f6918ec433a4c09553757baa274ea2f	7bceddee1e74e4dd3a74f1b2f37cf3d7b852edf508b06d55e7590708d265d809
930	0	3	180	2060	NODE1GEN_259126_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__AD05D1BDA0752C7A	2991a6db1006504cb1738c7bdf4a2582ff974cbe7c470175733be2452c13b3f5	0635cc3dc1dcd8f51354645880533c853b0f19af162784386229d6962664e8d1	8c3932eb44699c82113309f23b759b9bceee3191363fb2dd695eda15106b24b4
931	0	3	181	2068	NODE1GEN_042859_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb100_mpn06_arm_P2_qrg_L_backbone_P2_qrg_L_bb100_status_NEEDS_RF2_AND_DOCKING	502897e0f527e264be8ac64a67bc7836f613d2a1b9cd1ac8929bf35b4a9b522f	c0ac42a1b37c6992d890f8b50000fa2c17e8f4a471def5a87d86c6d1ab1f5127	4397ca3bad259c88347a0f879d92dd6f4c139ce190bc8737fc2ae457ff1c2c80
932	0	3	182	2076	NODE1GEN_094464_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb238_mpn05_arm_P4_qrg_L_backbone_P4_qrg_L_bb238_status_NEEDS_RF2_AND_DOCKING	53c8cc0a88a4ee23642ccab1950ea01e18414f76604e0583cf422dcfcd2bfb94	f26055291466580ae72bc7526475aed32a83d4e01ae6fe294c87dcfde97a3c77	6b9fe60960827835b4cb7eea5b8bb00e0319702046fa4b0f06f19b6950d81311
933	0	3	183	2084	NODE1GEN_177156_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0912A59033F2FEA5	aca6b325857ab609558aa770e4e0ce5e328d5c5e4d01c0cb48e94938a3f9c49d	1532972e5a569e8882369c260783880ce20a736fae51def2cba9e9515bd1c325	eb04fe067fabcd406f386acfd868d2db93817bf58058cc606f5871fb2ab48aa5
934	0	3	184	2092	NODE1GEN_183075_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__CA7427DD4AB07A43	cdd755eec98b0bbf406240ab105a8e23fb13a534cfcc4c3261ecb8b318be518c	8c83747a267c59ec01d41ceb57e9c86d93fd470a3bdbcb3f59cbc06fcde775bc	ec48ed8c26ed97dc32d9deac8f80c2ecedd65a0bff22aadbe72763ddfcd356a7
935	0	3	185	2100	NODE1GEN_227096_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A21C9F1179D62894	9c8e2af63e9ea49df5f541fbf3381afe68a11e94a169228530f6ddc615f4b581	0bec1de06109e1e8170906f4c4c0a5fb33a48222185a4dc8d59d1b7b4a9af72f	7ac877b0ba18fd8c830d471936acfd76b02bb9b5b0637020e208728c9ba353da
936	0	3	186	2108	NODE1GEN_001730_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb144_mpn04_arm_P1_ekg_L_backbone_P1_ekg_L_bb144_status_NEEDS_RF2_AND_DOCKING	d4420d4a1e6a3ebe7dfec3f65cc2ab5d04993f3295837eba01a11bf947d3b835	612e67b579a62404a3931d7709f57cc451d97797bc871fc89535f339415414ff	d8bfca12542c54e3003c2e2291c369c43bb3a86935719698abf32afa2a1c64aa
937	0	3	187	2116	NODE1GEN_019108_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb204_mpn03_arm_P1_qrg_L_backbone_P1_qrg_L_bb204_status_NEEDS_RF2_AND_DOCKING	b585c3c79eba95ecc8f868a4586b138b1a737109e42cec344174c5f0026f753b	eaed3ae1520947fc2b5b32bd2e40f93c469436317728e9417d69818c95c15193	bb8647bbb8f388d4085ff721199c1556ead942ab82af83f6639f4bbb0d43adec
938	0	3	188	2124	NODE1GEN_085730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qkg_L_bb203_mpn05_arm_P4_qkg_L_backbone_P4_qkg_L_bb203_status_NEEDS_RF2_AND_DOCKING	b679db98f72dc21d9a9187175dc4b4a0e975f7d2e1bd8e255d31cab35443bbe3	9a0764bab2777f7547b18bb54618acbf979df4b6c0e8a105c16cf7c4a7832f9c	df0a6fac319a1bcdbc88b1436658963d73045795f7f233f43ea5d2842ef55c8d
939	0	3	189	2132	NODE1GEN_182423_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__C1F07DCC037D89F2	86fe43b2c581820210e72c3d89718eeae79fd0ca6bc6297bc72dd0816e9259a7	2557fe70b7e96051c9f04ae2a41631092c77fb38c808f0776148689509a41e56	6c071fe3d1769c308022e84b60433d9063afe6aefbc1c900577a2f15d26dec72
940	0	3	190	2140	NODE1GEN_162712_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__CD0999BE6AAF4F77	47ec060a03c23b0f2fdc4c0f4ddf618e7b67013f2fd5c0579301650c9e3e4169	bda8434945e7858cd4b00ec1010ecb17275652f17c3793d5b9d7e9555cb88bff	44caca53bc97614288346662da3e25dba82d23f0f7d952a5e859d1d096d487b0
941	0	3	191	2148	NODE1GEN_190529_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E94DC0D0285A5BE4	5ec74090cff59998a167dffdb4cb400f03f8545f1fbc085b2f811694f884a965	5a050de21bbfed8cd26a236b60a55fb3a81d86c02bc1210db5526736bc172d2e	f0c3599b7dd1a4082b93abf251ab1a06b70a63c2af4e10785a93b8cca02913a1
942	0	3	192	2156	NODE1GEN_169954_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__211FC6D907CC8BE2	de73ba6f671cab30b2dfcbee02fa132b209e4d433c9da80a5ccdc84ca91f5735	74f2322e24decc01bd1d12ac7759f91915eb561b182c8c7426568b278a0ceb6e	35c696c8efa06dc7cd24fb52cf601f518b3e94bc5992d215a9adc2c0b0abd107
943	0	3	193	2164	NODE1GEN_025346_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb028_mpn10_arm_P2_ekg_L_backbone_P2_ekg_L_bb028_status_NEEDS_RF2_AND_DOCKING	1e2b86a682161f9c6cc1ec2604a70ff824a0f44b591b4f439a87e760d6a6709c	af2ee87badc80238b510f5fcdac7233ba0e0a5d7218fd321e2e733737d60b96c	377cc3ccc06332f1f99b84cc68329058a7752d2d02c6b1f7d568aa006cb7eacf
944	0	3	194	2172	NODE1GEN_194466_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__7D1814B9C0507FBF	a9ad4ebfae7bd3ca01ffbf72a584c315609e3f82bcfa68b672cb6696da7d9d31	2f0b15d5ae132ad1f74006e58c0e9f6fa6ec3ec3165def5df3a229dff985fe05	438f349cfbbd912ea07b272a1f9da095ec1f9e5c10d7cd33ccb4f1401b156dfa
945	0	3	195	2180	NODE1GEN_050468_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb039_mpn00_arm_P3_ekg_L_backbone_P3_ekg_L_bb039_status_NEEDS_RF2_AND_DOCKING	d685a67261f408233b5150fed9f4d83aebd4712c4e90a6e357727f2fc93287df	611708616dd220a2e309d5db6e7660c5e78ef9afc20ee3aa23bbc79aadf8c936	0fa01a1745f1804c56f65283c9f53a9fd830e379fa57fbb5ccc6df6b605fec03
946	0	3	196	2188	NODE1GEN_070257_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb306_mpn00_arm_P3_qrg_L_backbone_P3_qrg_L_bb306_status_NEEDS_RF2_AND_DOCKING	dc74fea611a1a270a5609bdf7e22bbcd4c65b8aace5c27f750d9279b93fb4052	2be3c1cf81af01496bf09ffb3528941124fd2cee52515ecee67a91b297e4b562	f27b0810a4a4eaaf7168f88016dc7f1c754cbbe063c6e03872cbc870d84c3313
947	0	3	197	2196	NODE1GEN_265355_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2C3F6C6D917A4E4A	cefe1cefa63b223846333e7a5e0e822424dca8cb93901bc5941df5bf521f8a65	d32bcceb62db98058193a57070f1f732a66f9448c85f3d8b252909a2d21b419e	1feeeffdb87c46bd9210f921e7647b38215ee0342c835171b3ebcb089c91004b
948	0	3	198	2204	NODE1GEN_045406_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb319_mpn10_arm_P2_qrg_L_backbone_P2_qrg_L_bb319_status_NEEDS_RF2_AND_DOCKING	cac4636df70186c8577ef76586a7207725c355214879635bf5fd47df0b041f20	465b5f2cb3925164af79edb99c3f99ce3aed13df30fe13a383eab009ce682f8a	fd794aef9643b6319c5f2a7423e0d867feae0e1c5cbf1e0c4fb934dee4fe6110
949	0	3	199	2212	NODE1GEN_018269_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb134_mpn01_arm_P1_qrg_L_backbone_P1_qrg_L_bb134_status_NEEDS_RF2_AND_DOCKING	0a91d10144f38e21f4df160a2d24deefce692fe7ca99c8b287352b4ab7851f82	247747a39c685fa4e8b0e48da30393f2f60f5fdc874bf9e03552138d7f315d7e	5b60ac9e96e9a376d111796ab6f9d0ffed076ab799c6d93bc2a039353eb71cd1
950	0	3	200	2220	NODE1GEN_119273_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb222_mpn06_arm_P5_qrg_L_backbone_P5_qrg_L_bb222_status_NEEDS_RF2_AND_DOCKING	8b15d3ca494f903383ebc159db38a23ceacb9000098f0c0d20422cf1115f063b	37d930a7dcb0a4f16c95cf3f98977e1e25df84bfac21ecd8f21f99af4a0f6934	15d3953f9a9ed5e26f15d5666743e360aa5a09a618479cd60857eabbf93f08b3
951	0	3	201	2228	NODE1GEN_201460_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__5B0A80A4AE3A5EC6	d18684ae1d17f1ca921e5c93316e0cddcae5bdef3bd8903f8558bc10ad9450fb	059c08d11401a057b52a3dba01fe89bff77f2736161362f170a28c5f519c1460	f5d43ef1b393b54bcf186b901b15fe3a888de22e0e2e0591091924b44958cd27
952	0	3	202	2236	NODE1GEN_179420_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__741EA73621EA6798	b7a3db739605b978961058f123341580814ebc8243cf6628914fe9520c720cfb	bd68c17c7607cc69eb0812bcd1685eeb23d2b6168a3ba7150c9c4a81c6895d56	e49196516788c25004f314d40eecf145cddef7aa6db0a84065407568087b1791
953	0	3	203	2244	NODE1GEN_117731_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb090_mpn00_arm_P5_qrg_L_backbone_P5_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING	304adef94a20f0cba2929a7c8ee19c3775069ef366cf43d3d0d9e073a0f6095b	d6898e5aee35d9f49c7558762fa6e8a088e41055468de09691f0efe39450c7fc	7f6cc0d2384bdd916fd6bcfed9972bc9793aac8741300d01fac0d5be7d1fe203
954	0	3	204	2252	NODE1GEN_216495_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9E259028D38690B5	e295046674102c055c866f789fd98eaf88812d868dbc4b48d7b59579aa70f79a	d69372817ebd27c561d0d9285223b4bd91156f2677bec9658825d44fe859ca14	9b14594a40736b559e9f17a26e9589b0ec6bc1d8348523a200ff6a1cad9220d2
955	0	3	205	2260	NODE1GEN_248858_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D05C95FF408212C9	072f8ba743ad68eb96969868ac51e8a4f757ef37d18ba01ad70222e63b4994cd	c761cb4e5473c6a46174e9ce576520e08ed156da48fa9e8135cf5af9f73774dd	fa21d407f1ba1071b83dbd783caa38fe16a6b39347e942706a53224ffa92e418
956	0	3	206	2268	NODE1GEN_120180_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qrg_L_bb301_mpn08_arm_P5_qrg_L_backbone_P5_qrg_L_bb301_status_NEEDS_RF2_AND_DOCKING	801627a1000395d892fb1463c1b99b58f1b26f60b6ff1d6867add198b869d5bd	097509b6cb1f27c8977a4633fa8ec85ea3e504e197d7fe92a92d55bae10b9e9f	ad4af2541b0cca5d4e9a913b4a4f499cb8bd8ef363b6c58a03380775b0cce960
957	0	3	207	2276	NODE1GEN_054006_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb346_mpn01_arm_P3_ekg_L_backbone_P3_ekg_L_bb346_status_NEEDS_RF2_AND_DOCKING	a6686ebae1dc2461ec6a36faeb61e7b4f6c3a35301f1e60ee9b82a532f453fe2	d6693cfe07552951c8b7dfd420a7303e820855e8c6f98f693793d922c7c63379	9c4244e3722f50053ebca62ee99299856678ecb20141390735308f626d7db3bb
958	0	3	208	2284	NODE1GEN_225449_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__40386A3FF371C826	34faa1c8cd1899e3f52817797147c7fdea161fc2722e3e36b96593b0c0103774	18927d1b9af977405966d84e3d2aa5b26784abd84f6abc62566c9dcf08dbd481	df12706be436fb02f762a1e857d5e1a96c96b0b34afc5030216863b441c6ac08
959	0	3	209	2292	NODE1GEN_012258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qkg_L_bb337_mpn07_arm_P1_qkg_L_backbone_P1_qkg_L_bb337_status_NEEDS_RF2_AND_DOCKING	85cd378dcbf2c71afc899fb4d6c2cac16fa8ddef65d7006d1d5188d555c05dfe	d9aeffac915750f58d4fdc0f3328f26cfdb588aab505730b92d48f2238e8bcd1	998a157ecb1973892b3134de7dab87c96107b20c6c0e2555858a34e517527411
960	0	3	210	2300	NODE1GEN_187684_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9003E7F11B548B44	a39d4fddeacb3584c5090491adf65a923d85298f082a7028e52435de878180e6	dc3871f555e7bdf5760245d842d93f830792071a28d45346c1e8cc82f8dd8027	cb6683e2eea8730680601541d92b4d073ab33c703c7eda27c2b67d280cc9ddc5
961	0	3	211	2308	NODE1GEN_025507_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_ekg_L_bb042_mpn04_arm_P2_ekg_L_backbone_P2_ekg_L_bb042_status_NEEDS_RF2_AND_DOCKING	4bbbb3b290c55baba916dc1695cc859cfa328b7ec20c21e002368c072919b79a	48de051d3f59a2e82e7c710e549f097be5dc29910a03999293c8aa7fbc91f1ea	4822030fc2bdf994912f78154e10250a03dbd4e434363785efcdc9dbf494a273
962	0	3	212	2316	NODE1GEN_176166_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__58CCBF788C0AF493	e46b26a1017b124f7e15063898d1ad331469c7ac1298460c810a6af7910d786f	99af9962546eed9295c66d7e5ccf7c65e5a437f7b681996a0fe137f2137ee309	5243c8796cd28e43938e63dce98485ee6de27ac687812a442066bb37c3a28d79
963	0	3	213	2324	NODE1GEN_043504_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb155_mpn03_arm_P2_qrg_L_backbone_P2_qrg_L_bb155_status_NEEDS_RF2_AND_DOCKING	060fd4b021c67ce5f6a71ccedc53daf5e8dba90254a8b5988c5910ac925f46a6	5436e259ed712446c420465e67142f87867e981daaa01741c229b998b65e5d3e	5ef98aec6e1057e46b6d55dceeb47b1e0431ec223909bd4d5dcd4e28c83a735d
964	0	3	214	2332	NODE1GEN_259255_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A3F426097C2D6242	2c1bed3efbf868fe2da363299b0b2e77f505a9c963c89aff759fb6638e858489	0a7829b3f7938898b7b5534bb4e168e0f939d14f66d7dea8bae1bed002046502	d0028bad1e7aee894ea8c2643136f3c335bc95fadf31776641c111bca450815d
965	0	3	215	2340	NODE1GEN_042963_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb109_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb109_status_NEEDS_RF2_AND_DOCKING	aa412f011cf942093d99a1076214b0fcfb9329cfac5aa6963ec14224cec946c2	d39154a3b7dd11791a29e7ba473a6b7a38942564849678154aeb69e438504253	be80994152b3f2cea20556ec94fab65e695e1f97d1f9937883ca1c7f0a26e862
966	0	3	216	2348	NODE1GEN_052367_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_ekg_L_bb204_mpn06_arm_P3_ekg_L_backbone_P3_ekg_L_bb204_status_NEEDS_RF2_AND_DOCKING	bb5da132f0164236aa66c48d5cfa939437f0a168aa3d124b806c53814a29171c	7a9da20cfd934a438819da8051c7dbc55edcc07c6270d22aa47d052b28dbc8bd	83e1653aaa9245aa50989997869f0c6411b67c7a6bc08def77e352e0fba5ec53
