candidate_id	job_count	seed_count	complete_seed_count	stage1_any_strict_dual_reference_job	stage1_any_broad_dual_reference_job	stage2_any_seed_dual_conformation_strict	stage2_any_seed_dual_conformation_broad	stage3_two_seed_dual_conformation_strict	stage3_two_seed_dual_conformation_broad	strict_seed_passes	broad_seed_passes
P1MCPUFP__CPUFP500K_0002__00802	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00816	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00829	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00840	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00844	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00851	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0002__00905	4	2	2	True	True	False	True	False	True	0	2
P1MCPUFP__CPUFP500K_0002__00919	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00021	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00080	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00164	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00172	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00193	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00213	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00220	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00232	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00248	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00347	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00356	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00433	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00449	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00476	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00487	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00614	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00657	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00664	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00703	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00877	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0003__00905	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0004__00662	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00184	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00234	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00278	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00293	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00618	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00819	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00860	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0006__00869	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00009	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00011	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00056	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00073	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00094	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00155	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00209	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00266	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00350	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00369	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00370	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00379	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00405	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00418	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00449	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00485	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00509	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00523	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00531	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00555	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00576	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00593	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00635	3	2	1	True	True	True	True	False	False	1	1
P1MCPUFP__CPUFP500K_0007__00642	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00664	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00754	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00805	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00830	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00839	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00846	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00863	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00864	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0007__00897	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00010	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00031	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00075	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00086	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00093	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00101	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00117	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00124	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00128	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00136	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00190	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00198	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00209	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00225	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00240	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00256	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00257	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00265	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00282	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00290	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00296	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00316	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00344	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00350	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00376	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0008__00385	4	2	2	True	True	True	True	True	True	2	2
