candidate_id	job_count	seed_count	complete_seed_count	stage1_any_strict_dual_reference_job	stage1_any_broad_dual_reference_job	stage2_any_seed_dual_conformation_strict	stage2_any_seed_dual_conformation_broad	stage3_two_seed_dual_conformation_strict	stage3_two_seed_dual_conformation_broad	strict_seed_passes	broad_seed_passes
P1MCPUFP__CPUFP500K_0085__00544	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00610	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0085__00688	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00103	3	2	1	True	True	True	True	False	False	1	1
P1MCPUFP__CPUFP500K_0086__00204	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00277	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00419	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00430	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00539	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00567	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00577	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00660	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00744	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00775	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00776	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0086__00866	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0087__00211	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0087__00281	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0087__00576	4	2	2	True	True	True	True	True	True	2	2
P1MCPUFP__CPUFP500K_0087__00596	4	2	2	True	True	True	True	True	True	2	2
